"","x.x4","x.V2","classes"
"1",-0.911868492139459,1.24781382353402,"1"
"2",-0.851744458514805,0.941827894833678,"1"
"3",-0.765496665352304,0.954114228459213,"1"
"4",-0.858242007213173,1.02354572797173,"1"
"5",-0.899430376316979,1.33347877995265,"1"
"6",-1.06167035214131,1.15665860918998,"1"
"7",-0.795737092408229,0.938479793154648,"1"
"8",-0.810478948501759,1.00127559303545,"1"
"9",-0.806846647123324,1.09814226780028,"1"
"10",-0.748932974093752,1.10536210162412,"1"
"11",-0.743279067912698,1.14789380741034,"1"
"12",-0.78398754265676,0.923177366563601,"1"
"13",-0.848950500624606,1.07846824962133,"1"
"14",-0.890757873627368,0.996000326703757,"1"
"15",-0.675921074426214,1.12516487737132,"1"
"16",-0.933337151970946,0.78083268143393,"1"
"17",-0.749886281092879,0.911345161333957,"1"
"18",-0.74759760031796,1.03498831052028,"1"
"19",-0.709524933055921,1.1011038823197,"1"
"20",-0.712426699659486,1.09549201560664,"1"
"21",-0.86230583900053,1.02805069981394,"1"
"22",-0.81336820641515,0.945441857361574,"1"
"23",-0.853062829057013,1.04095018743335,"1"
"24",-0.830241525590996,1.07329835952043,"1"
"25",-0.727762038801851,0.965023231597754,"1"
"26",-0.897772810005769,1.00681533806156,"1"
"27",-0.772604896963107,1.12629314371251,"1"
"28",-0.821861702916048,0.844115264966965,"1"
"29",-0.584495392812115,1.07033282121123,"1"
"30",-0.82449819249123,1.20328631258183,"1"
"31",-0.689411148974973,1.06687967047445,"1"
"32",-0.837402132112986,1.12768556301208,"1"
"33",-0.932619177176279,1.10768520762843,"1"
"34",-0.900599822833271,1.02214221668768,"1"
"35",-0.876321367402909,0.983899033000519,"1"
"36",-0.797670295593614,0.88405602890818,"1"
"37",-0.874051189985913,0.960028980112174,"1"
"38",-0.705476096159237,1.05296039614828,"1"
"39",-0.952419956267122,0.869434321429508,"1"
"40",-0.536618126791136,0.924147034980126,"1"
"41",-0.810914449403836,1.00241558128388,"1"
"42",-0.663157937934197,0.876780460622451,"1"
"43",-0.69984688224734,0.983648737324701,"1"
"44",-0.990920951352993,1.05992233539498,"1"
"45",-0.777309639731039,1.15091453502783,"1"
"46",-0.819757426913892,0.855505088354817,"1"
"47",-0.675866360508505,1.00200102773655,"1"
"48",-1.00364726542309,1.12097538674453,"1"
"49",-0.925705842033635,1.07833986167007,"1"
"50",-0.763639953043534,1.06017822663807,"1"
"51",-0.814983873682465,0.96753478072419,"1"
"52",-0.972619942379037,0.850955824245417,"1"
"53",-0.817418472830525,0.848359257193229,"1"
"54",-0.68935195515559,0.922310145722079,"1"
"55",-0.686205142949704,1.13048491663134,"1"
"56",-0.867998580606604,1.05557536015095,"1"
"57",-0.98429000808373,1.13684544053614,"1"
"58",-0.698116337500475,1.05567412554459,"1"
"59",-0.81300347111974,0.868739208374945,"1"
"60",-0.786908634745404,1.11404379173587,"1"
"61",-0.788914710609686,0.90547615557725,"1"
"62",-0.804768568794505,0.966777757767325,"1"
"63",-0.755899811468696,0.94604004508772,"1"
"64",-0.963782355309739,0.935957908293819,"1"
"65",-0.736027920846823,0.974883108401663,"1"
"66",-0.751329490794275,1.06926357919414,"1"
"67",-0.918172051010651,1.10596542704938,"1"
"68",-1.03160256967033,1.064035076266,"1"
"69",-0.956635791373787,0.887630821029344,"1"
"70",-0.931940252323681,1.08636615297164,"1"
"71",-0.881632474053694,1.09916120085372,"1"
"72",-0.754170964007153,1.05089031992102,"1"
"73",-0.894301600754914,0.917460023242816,"1"
"74",-0.78961546758935,1.03972489797925,"1"
"75",-0.843235669656346,1.03131777739004,"1"
"76",-0.678566510534924,1.07373777882306,"1"
"77",-0.829200046745625,1.00674121140433,"1"
"78",-0.691123882874146,1.07668568005382,"1"
"79",-0.773311211703686,1.22729374641604,"1"
"80",-0.967306180599677,0.911523724320655,"1"
"81",-0.815014418070575,1.08910578531813,"1"
"82",-0.922631665773478,0.964457125920251,"1"
"83",-0.825416192132252,0.899285701891649,"1"
"84",0.692296635049609,0.993710726188561,"2"
"85",0.829031536979995,1.10477773979397,"2"
"86",0.897611852079215,1.04289202988807,"2"
"87",0.867923036256887,1.0588560110207,"2"
"88",0.886570303321718,0.865376415097667,"2"
"89",0.671049613712107,1.03537879046024,"2"
"90",0.661798005185969,1.06292742557107,"2"
"91",0.861037404256981,1.00879954370415,"2"
"92",0.697687605480902,0.890275454359601,"2"
"93",0.817540124015201,0.893456136541438,"2"
"94",0.983470269791149,1.05526694427853,"2"
"95",0.856218087275745,0.875938049302829,"2"
"96",0.808250714109448,1.0623930426776,"2"
"97",0.760430758564822,1.02044177623295,"2"
"98",0.606214235005388,1.16214917793888,"2"
"99",0.778401003294985,1.02510636079397,"2"
"100",0.640689406402593,0.982016242045019,"2"
"101",0.80449706318977,1.05364450821014,"2"
"102",0.843674465334714,1.04686106855361,"2"
"103",0.79351246938773,1.10547950908737,"2"
"104",0.773102475444743,0.999889669605165,"2"
"105",0.509138966554859,0.87625305884345,"2"
"106",0.768516910909419,1.13410605057438,"2"
"107",0.76130153305697,1.01744384189739,"2"
"108",0.767111037029857,1.10805236070404,"2"
"109",0.878530600910988,1.11978439362585,"2"
"110",0.876651987961035,0.992286029363249,"2"
"111",0.7467912330544,1.03640264341254,"2"
"112",0.80441696350464,1.05939753092479,"2"
"113",0.696137850845552,0.978291636122887,"2"
"114",0.953048379548132,0.995202779362224,"2"
"115",0.654773565693632,0.982619426953081,"2"
"116",0.654503933622888,1.05019590591214,"2"
"117",0.938909840201832,0.894886583204637,"2"
"118",0.858451265189927,0.901415833967321,"2"
"119",0.60277640301997,0.984862340071951,"2"
"120",0.773915663559493,1.01794056001479,"2"
"121",0.900810513406824,0.889239504716215,"2"
"122",0.728341056366715,1.18945336772217,"2"
"123",0.753323051231958,0.931859693359561,"2"
"124",0.767311445001509,1.12825664408526,"2"
"125",0.824702916706456,0.959433277993553,"2"
"126",0.77237883961826,1.03355993731963,"2"
"127",0.884614072111386,1.07817008408509,"2"
"128",0.763268885840399,1.15138913726626,"2"
"129",0.741507421535292,1.18434261968214,"2"
"130",0.796957786269047,1.03979282428922,"2"
"131",0.861786363998832,1.13849326592882,"2"
"132",0.874253324879979,0.948533849522303,"2"
"133",0.815649056138173,1.0629663984755,"2"
"134",0.836303482438625,0.964128987482562,"2"
"135",0.978904266408477,0.949010162728231,"2"
"136",0.725811504444305,0.972817736687526,"2"
"137",0.659694822620451,1.06794376171178,"2"
"138",0.913766468040058,0.794202349829042,"2"
"139",0.847040907594484,1.09250990457172,"2"
"140",0.552755737224969,0.994754170051388,"2"
"141",0.644031543880901,1.02924351312607,"2"
"142",0.806270437960292,0.995143059591868,"2"
"143",0.722498596932702,0.960986241952592,"2"
"144",0.869420526219778,0.956665157683404,"2"
"145",0.937412250531562,1.13612954433474,"2"
"146",0.843008795664518,0.943211505552906,"2"
"147",0.866879888799932,0.853782177143508,"2"
"148",0.892846054874151,1.01651732981088,"2"
"149",0.806085693874145,1.06322486845158,"2"
"150",0.887953009504565,1.06566717321215,"2"
"151",0.841910469956338,1.02726942804765,"2"
"152",0.706231082943353,1.05466555824097,"2"
"153",0.691940149940445,0.931938918933042,"2"
"154",0.708855332625905,1.11400326212199,"2"
"155",0.818612139023049,0.932448603045122,"2"
"156",0.863736696916484,1.1083811708939,"2"
"157",0.847768121577446,1.08600490719895,"2"
"158",0.484117812219449,1.10714946447763,"2"
"159",0.778624829267455,1.12326247330339,"2"
"160",0.979517925410586,1.11637970927684,"2"
"161",0.937931796214264,1.10314004285286,"2"
"162",0.886583518841239,1.08082949916681,"2"
"163",1.07126061900719,1.09250944665139,"2"
"164",0.708927037272186,1.1551763343944,"2"
"165",0.950096341415242,1.07585104364987,"2"
"166",0.87046598709044,0.93301059303641,"2"
"167",-0.0646633170375484,0.290195798850618,"3"
"168",-0.0455677130582404,0.258846942801028,"3"
"169",0.0213212973503114,0.526547893707175,"3"
"170",0.0608283424279505,0.632602339144796,"3"
"171",-0.0572116035953595,0.111474918317981,"3"
"172",-0.0167260354770973,0.72270820371341,"3"
"173",0.0389013055583228,0.535864489269443,"3"
"174",0.0347651055346275,0.0461279010633007,"3"
"175",0.0119163482194407,0.625149808824062,"3"
"176",0.0934921147713352,0.338786866748706,"3"
"177",-0.0343364495955136,0.436104085645638,"3"
"178",-0.00399466037460365,0.60291832202347,"3"
"179",0.0973023395633439,0.140016939898487,"3"
"180",0.0767119478131408,0.356586131150834,"3"
"181",-0.095902526267159,0.505884602665901,"3"
"182",-0.114178684631089,0.156227221945301,"3"
"183",0.0153254474306016,0.56165600172244,"3"
"184",-0.0638578864483671,0.199177081114613,"3"
"185",-0.0774176951679189,0.113047618826386,"3"
"186",0.00499333353583733,0.549546243797522,"3"
"187",-0.0505032888343605,0.677485948253889,"3"
"188",-0.0294812556093045,0.671887173433788,"3"
"189",-0.00483775281662177,0.304243039456196,"3"
"190",-0.072128868934302,0.385032827616669,"3"
"191",-0.14738019761529,0.168125871859957,"3"
"192",0.054966659909281,0.711868579848669,"3"
"193",-0.128202207076105,0.163757248374168,"3"
"194",-0.0507766321783652,0.690523774595931,"3"
"195",0.0304868738047235,0.650939437968191,"3"
"196",0.102614150814108,0.238897924369667,"3"
"197",-0.131323504994255,0.134072219312657,"3"
"198",0.0776129894974129,0.543858366727363,"3"
"199",-0.0678507226706384,0.617804111447185,"3"
"200",0.0187793069053681,0.336079774482641,"3"
"201",0.00627859505244234,0.409158094204031,"3"
"202",0.172405420190961,0.0960334085393697,"3"
"203",-0.0527435927694629,0.611402716662269,"3"
"204",-0.0519434399420234,0.514520509459544,"3"
"205",0.0243151394898261,0.342073222913314,"3"
"206",-0.0692244901323676,0.378085345902946,"3"
"207",0.0500242963797151,0.626485374290496,"3"
"208",-0.0187159286785851,0.525952372059692,"3"
"209",-0.0425396339941582,0.674957515380811,"3"
"210",-0.0137930893459753,0.392587643000297,"3"
"211",-0.0689780971293789,0.627737462287769,"3"
"212",-0.0199466815259635,0.627990400535055,"3"
"213",-0.0577344291520483,0.599587288394105,"3"
"214",0.00908986155906324,0.390059669385664,"3"
"215",-0.0760920014519274,0.476323258539196,"3"
"216",-0.0246117453843383,0.387398363440298,"3"
"217",0.0253238111590685,0.194768754648976,"3"
"218",-0.0396786680014547,0.379201730713248,"3"
"219",0.00615331008870134,0.495926644653082,"3"
"220",0.0205047988284688,0.213740434264764,"3"
"221",-0.031906810705108,0.643201420025434,"3"
"222",-0.0871022253311693,0.376881862815935,"3"
"223",0.0484514722333184,0.240295962779783,"3"
"224",0.0748694072483768,0.616716664284468,"3"
"225",0.0655140175518286,0.143471923365723,"3"
"226",-0.0214111104295306,0.542312978825066,"3"
"227",-0.0369126347051414,0.315446547232568,"3"
"228",0.0051081870361754,0.124760190665256,"3"
"229",0.0642587562411815,0.255956892622635,"3"
"230",-0.0245863199527395,0.0710795089253224,"3"
"231",-0.00829523621778056,0.423781302175485,"3"
"232",0.0481203092715397,0.540866752155125,"3"
"233",0.0544532195976768,0.633687977911904,"3"
"234",0.0740558675446744,0.0883711106143892,"3"
"235",0.050308672559094,0.214976389892399,"3"
"236",-0.0532606420378611,0.356926769425627,"3"
