"","x.1","x.2","x.3","classes"
"1",0.902177720796317,-0.481480123475194,0.479875283315778,"3"
"2",-0.433379615657032,-0.366412823088467,-0.780643402598798,"4"
"3",0.899124956689775,0.643614300526679,-0.313747275620699,"2"
"4",0.0645359549671412,0.214770533144474,-0.488508653827012,"2"
"5",-0.880408942233771,0.92271757312119,0.411303543951362,"1"
"6",-0.843281400389969,0.800713228061795,-0.554378435947001,"3"
"7",-0.761092383414507,-0.648415512405336,-0.925282781943679,"4"
"8",0.837481006514281,-0.610422732308507,-0.461906982120126,"1"
"9",0.748953283298761,-0.44983251998201,-0.0912846750579774,"1"
"10",-0.0878249611705542,-0.577000536490232,-0.294270811136812,"4"
"11",-0.143285403959453,0.847307589370757,0.634249727707356,"1"
"12",-0.656157330609858,-0.378605638630688,-0.513275935780257,"4"
"13",0.302356589119881,0.742643417790532,0.0253523862920702,"4"
"14",-0.344435940496624,0.367668341845274,0.890199344139546,"1"
"15",-0.337484518997371,0.828454782720655,0.395152673590928,"1"
"16",0.932545060757548,0.109887638594955,-0.195590204093605,"2"
"17",-0.479054571129382,-0.0411357944831252,0.79678323911503,"2"
"18",-0.0404180930927396,-0.652024156879634,0.985669191926718,"2"
"19",0.372721455525607,0.974325345829129,0.975260477047414,"4"
"20",-0.327814637217671,0.146323909051716,-0.38617984438315,"3"
"21",-0.440001861192286,-0.563244586344808,-0.231031713075936,"4"
"22",-0.581626418046653,0.959522057324648,0.447220684960485,"1"
"23",-0.159765493590385,-0.818669220432639,0.0204392611049116,"2"
"24",0.134218798018992,0.738690931815654,0.508294213563204,"4"
"25",0.203228750266135,0.838045698590577,0.166264208033681,"4"
"26",0.762550551909953,-0.421151833608747,0.645462701097131,"3"
"27",-0.744454314000905,0.0484165078960359,0.0487495143897831,"1"
"28",0.611086986027658,-0.383956758771092,0.0702085276134312,"3"
"29",0.0548463640734553,0.148926993366331,-0.686127967201173,"2"
"30",-0.860706767067313,-0.141448949929327,0.591871130280197,"2"
"31",0.0399736161343753,-0.979979345574975,0.605643007904291,"3"
"32",0.69944667071104,0.45621946034953,-0.837025639601052,"2"
"33",0.0613148557022214,0.373140906449407,-0.457755915820599,"2"
"34",0.0730160921812057,-0.91775488294661,-0.293787042610347,"1"
"35",-0.97319376654923,-0.436432039365172,-0.766586754005402,"4"
"36",-0.797695236746222,0.0753903398290277,0.986813334748149,"1"
"37",-0.980281234718859,0.140066934749484,-0.246437408030033,"3"
"38",-0.475212388206273,-0.407934841699898,0.805203701835126,"2"
"39",0.236554361414164,0.377916586119682,-0.867710758931935,"2"
"40",0.174842266831547,0.926410936750472,-0.155055159237236,"2"
"41",-0.184586370829493,0.425772320013493,0.946811905596405,"1"
"42",0.124603597447276,-0.549482024274766,-0.230116606224328,"1"
"43",0.485450794920325,0.680138148367405,-0.422107884194702,"2"
"44",0.84357602475211,-0.367218751925975,0.866652106400579,"3"
"45",-0.915644175373018,0.220081609208137,0.549746982287616,"1"
"46",-0.1148801734671,-0.0573478690348566,-0.108135744929314,"4"
"47",0.0637819059193134,0.175776496529579,0.218052670359612,"4"
"48",-0.0817737360484898,0.231781217269599,-0.354418364819139,"3"
"49",-0.200781790539622,-0.115538040641695,0.993745332583785,"2"
"50",0.687815450597554,0.178371712099761,0.102870083879679,"4"
"51",0.286960304249078,-0.798432387877256,0.918624171987176,"3"
"52",-0.412655754946172,0.746918633114547,0.0207761474885046,"1"
"53",-0.465034647844732,0.836970124859363,0.083633644040674,"1"
"54",0.933907333761454,-0.444929576013237,-0.18933688942343,"1"
"55",-0.918006401974708,-0.91454649483785,0.679185213986784,"2"
"56",0.843392562121153,-0.979325694963336,0.195546803530306,"3"
"57",-0.257283285260201,0.838165462482721,-0.392468286212534,"3"
"58",0.67251133127138,-0.608995673246682,0.721996234264225,"3"
"59",0.956159457098693,-0.473318244330585,0.659096959047019,"3"
"60",-0.255683401133865,0.584741275757551,0.607874387409538,"1"
"61",-0.159461908508092,-0.963305179029703,-0.653940418269485,"4"
"62",0.791208306327462,0.593089756090194,-0.174795411992818,"2"
"63",-0.392277448438108,-0.0675475946627557,0.553981623612344,"2"
"64",0.410810980945826,0.207675553392619,-0.814847938716412,"2"
"65",-0.144588694442064,-0.897474972996861,-0.737687515560538,"4"
"66",-0.643414903432131,-0.664955880027264,-0.14307348895818,"4"
"67",0.88952993741259,-0.202008059713989,0.987398633733392,"3"
"68",0.407915589865297,0.230844197329134,-0.351392684038728,"2"
"69",-0.998028044588864,-0.545057128649205,-0.970255230553448,"4"
"70",-0.883650507312268,-0.598551613278687,0.0722921756096184,"2"
"71",-0.0813497821800411,0.970885754562914,-0.999689924065024,"3"
"72",0.597020510584116,0.62885775603354,-0.634143736213446,"2"
"73",-0.683715136256069,-0.0472417012788355,0.328873167280108,"2"
"74",-0.749843787401915,0.431892901193351,-0.938707513269037,"3"
"75",0.771611973177642,-0.90888930670917,-0.697008936200291,"1"
"76",0.877002771012485,-0.50500147184357,-0.102629551663995,"1"
"77",0.941344289574772,0.752156461589038,0.468178399838507,"4"
"78",0.273810421582311,0.562597441487014,0.365052763838321,"4"
"79",-0.487663934007287,-0.953190014697611,-0.536548542790115,"4"
"80",0.520900042261928,-0.51549911685288,-0.547909116838127,"1"
"81",0.711232846602798,0.826188938692212,-0.0557692586444318,"2"
"82",-0.830331560224295,0.225765735842288,0.423189118970186,"1"
"83",0.152527574449778,0.621879243291914,0.157522055320442,"4"
"84",0.283223579637706,-0.952160347253084,-0.856485832948238,"1"
"85",0.709261964540929,-0.242605415172875,-0.684057454112917,"1"
"86",0.850198142696172,-0.538286078721285,-0.967709417454898,"1"
"87",0.719293256755918,-0.0569048719480634,0.678247994277626,"3"
"88",0.968658627476543,-0.428699452895671,-0.571461580693722,"1"
"89",-0.0442865514196455,-0.87287407880649,0.618497739546001,"2"
"90",0.133751437067986,-0.288372689858079,-0.987528102006763,"1"
"91",0.496064617298543,0.628246162552387,-0.453504203353077,"2"
"92",0.118172600865364,-0.838446512818336,-0.240300783887506,"1"
"93",0.17948488611728,0.637815303634852,-0.00574513804167509,"2"
"94",-0.902275421656668,0.988492028787732,0.7725864732638,"1"
"95",0.376357384957373,-0.522471315227449,0.840184467379004,"3"
"96",-0.722516192123294,0.708824902772903,-0.41095293359831,"3"
"97",-0.747935154475272,-0.640474304556847,0.147350567858666,"2"
"98",-0.811210729181767,-0.0995210246182978,-0.964197068940848,"4"
"99",0.185188862960786,-0.0721384012140334,0.828607588540763,"3"
"100",0.0952881271950901,-0.00227428413927555,0.17038452019915,"3"
"101",0.0805489672347903,-0.35062880627811,0.37361572124064,"3"
"102",0.253407850395888,-0.678494724910706,0.6811708137393,"3"
"103",0.780239205341786,0.697712066583335,-0.194387674331665,"2"
"104",-0.340734265744686,0.652974228840321,-0.906019696965814,"3"
"105",0.87760223634541,0.331876221112907,0.956525057554245,"4"
"106",-0.992930435575545,-0.199053312186152,-0.255203921813518,"4"
"107",-0.486450597643852,0.421465991064906,-0.503344554919749,"3"
"108",-0.0365616078488529,-0.175610477570444,0.452177657280117,"2"
"109",-0.137952513527125,0.968378897290677,-0.210359020158648,"3"
"110",0.65571302967146,-0.285873631481081,-0.0683849100023508,"1"
"111",-0.188979791011661,0.595783314667642,0.386776414699852,"1"
"112",-0.280454497784376,-0.574075790587813,-0.240669135469943,"4"
"113",-0.484205193351954,-0.401243391912431,-0.736038248054683,"4"
"114",0.134777511004359,0.970161266624928,-0.464121985714883,"2"
"115",0.19940202543512,-0.736919189337641,0.554857581388205,"3"
"116",0.555595859419554,0.734514552168548,0.0198828550055623,"4"
"117",-0.588293628301471,0.703572302125394,-0.690505138132721,"3"
"118",0.931157964281738,0.0345616787672043,-0.233872683718801,"2"
"119",-0.677961612585932,-0.759165212512016,0.582304700277746,"2"
"120",-0.649073884356767,-0.119802807923406,-0.881901341490448,"4"
"121",-0.911513709463179,-0.402171224355698,-0.473900322336704,"4"
"122",-0.230714878067374,-0.749008891172707,-0.116968164686114,"4"
"123",-0.150178397540003,0.745691575109959,-0.614426554646343,"3"
"124",-0.977749295067042,-0.136624785140157,-0.539811757393181,"4"
"125",-0.877154663205147,-0.369734120089561,0.457301508169621,"2"
"126",0.295765314716846,0.970290190540254,0.590235918294638,"4"
"127",0.824018459767103,0.364723909180611,-0.608070620335639,"2"
"128",0.750313289929181,-0.86909444630146,0.851296096108854,"3"
"129",0.162616901099682,-0.38180322619155,0.810530997347087,"3"
"130",0.370841360185295,0.942622893024236,0.372636124491692,"4"
"131",0.401059430558234,0.524237855803221,0.812317436560988,"4"
"132",-0.0417303401045501,0.148528961464763,-0.654872348532081,"3"
"133",-0.941694176290184,0.458932648878545,0.884886274114251,"1"
"134",-0.903711908031255,0.672615675721318,0.0243868865072727,"1"
"135",-0.844023512210697,0.13046784652397,-0.101376589387655,"3"
"136",0.464447428006679,-0.574273343663663,0.654848514590412,"3"
"137",0.234907639212906,0.798544280230999,-0.240818640682846,"2"
"138",0.983526222407818,0.0772900283336639,-0.892783543560654,"2"
"139",0.735093617346138,-0.0761488797143102,-0.785116937477142,"1"
"140",-0.0795584786683321,-0.764950321055949,-0.946256564930081,"4"
"141",0.835900027304888,0.584569295402616,0.89579861285165,"4"
"142",0.0149452676996589,0.648938681930304,0.489836337976158,"4"
"143",0.457111029420048,-0.856225843541324,0.133937438484281,"3"
"144",-0.295249179936945,-0.0549921062774956,0.330399072729051,"2"
"145",0.10180888697505,-0.508499935269356,-0.343222095631063,"1"
"146",-0.780012155417353,0.065734731964767,-0.359286278486252,"3"
"147",0.388320910744369,0.802652006037533,0.899751415476203,"4"
"148",0.0508107794448733,-0.651767416857183,0.255184540525079,"3"
"149",0.18517933646217,0.921980899758637,-0.121276925317943,"2"
"150",0.83175392029807,0.553759092930704,0.093245058786124,"4"
"151",0.0114824324846268,-0.34569842973724,-0.0539445541799068,"1"
"152",-0.97495834575966,0.579823705833405,0.926003464031965,"1"
"153",0.750487409066409,0.173864361830056,0.665226048324257,"4"
"154",-0.834877269808203,0.556475028861314,0.677330550272018,"1"
"155",0.86270858021453,0.0422708718106151,0.637531068641692,"4"
"156",0.0671581113710999,-0.431714689359069,-0.30353284580633,"1"
"157",-0.54410992609337,-0.232839297037572,0.317212106194347,"2"
"158",0.752762787975371,0.511333518195897,-0.650059508159757,"2"
"159",-0.518062508665025,-0.775197666138411,-0.741360004525632,"4"
"160",-0.015078033786267,-0.501867128536105,-0.840616246219724,"4"
"161",-0.263156763743609,-0.103578551206738,-0.278077341150492,"4"
"162",0.484342820011079,0.718979475554079,0.289554180111736,"4"
"163",-0.300958399660885,-0.991498322691768,-0.895312507636845,"4"
"164",0.393662735819817,0.763298267498612,-0.572599468752742,"2"
"165",0.701168432831764,-0.0545436744578183,-0.291378241963685,"1"
"166",0.934648400172591,-0.870539230294526,-0.528573512565345,"1"
"167",-0.605462100822479,0.926883478183299,-0.269201850052923,"3"
"168",-0.97503523575142,0.276922697667032,0.0264170761220157,"1"
"169",0.895153355319053,-0.305756811518222,-0.228881356306374,"1"
"170",-0.427772430237383,0.807228318881243,0.914377992041409,"1"
"171",0.382460923399776,-0.779916345607489,0.861170587129891,"3"
"172",-0.994249366689473,0.196769437287003,0.815482006408274,"1"
"173",-0.15348413027823,-0.807073943316936,0.85389175824821,"2"
"174",0.45032511651516,0.619676728732884,0.529041334986687,"4"
"175",0.566683707758784,0.817936940584332,-0.52572298515588,"2"
"176",0.86209174990654,0.74009932950139,0.42076675593853,"4"
"177",0.522681590169668,-0.198288204614073,-0.201051641721278,"1"
"178",-0.333538498729467,0.709940706379712,0.824725010432303,"1"
"179",-0.419683815445751,-0.0508214002475142,0.0500733377411962,"2"
"180",0.833329308778048,0.674205673858523,-0.0237062834203243,"2"
"181",0.502103329636157,-0.26440189126879,-0.130689062178135,"1"
"182",-0.0329790753312409,0.438086910173297,0.404733357485384,"1"
"183",0.584497972391546,-0.131260867696255,-0.198814498260617,"1"
"184",-0.577865938190371,-0.47462566755712,-0.601718784775585,"4"
"185",0.49945397907868,0.234836618416011,-0.457659879233688,"2"
"186",0.810314229223877,0.503122380468994,0.134350351989269,"4"
"187",0.990514035802335,0.329473476856947,-0.0528797963634133,"2"
"188",0.359078612644225,-0.140142441727221,0.0934860464185476,"3"
"189",-0.51818418269977,0.510082439985126,-0.386630139313638,"3"
"190",0.810506716836244,0.680620530154556,0.523406859952956,"4"
"191",-0.626694101374596,-0.28325274027884,-0.834519955795258,"4"
"192",0.140482725575566,0.0654765120707452,-0.285756609868258,"2"
"193",0.310453207697719,-0.604719175957143,-0.881322738714516,"1"
"194",0.657554781530052,-0.00339802773669362,0.013351493049413,"3"
"195",0.447417401708663,-0.751824452541769,-0.625368756707758,"1"
