"","x.1","x.2","classes"
"1",-2.36340613839221,-0.655890742174875,"2"
"2",2.24106188623971,1.00518390402029,"1"
"3",-1.81958155032465,-1.52938446116979,"2"
"4",-1.94244685256931,-2.17895626189363,"2"
"5",-1.25356453576079,-1.68666891975684,"2"
"6",1.27367592541566,0.233774908923412,"1"
"7",-0.185247057190185,2.22386397230119,"1"
"8",-1.18483007256933,-1.57406047863975,"2"
"9",1.20743406104953,2.4722163377273,"1"
"10",-1.73687183296755,-0.80526343638126,"2"
"11",-0.87978035893557,-1.72963505066627,"2"
"12",1.925424828849,2.5860089859387,"1"
"13",-2.37170778717901,-2.87508065503492,"2"
"14",-3.03042845172205,-2.08747659551345,"2"
"15",1.8257009328321,-0.352146782484022,"1"
"16",-1.51579418656138,-1.0530141957551,"2"
"17",1.08716514471055,2.2121041248878,"1"
"18",-0.490999538639432,-1.59487904008352,"2"
"19",2.67412663663672,1.07189779877242,"1"
"20",2.63847422249668,0.0942416752807937,"1"
"21",-2.10420089826954,-0.619958988659269,"2"
"22",-1.72175283518205,0.035659895602566,"2"
"23",1.15928911643742,0.49996922625876,"1"
"24",1.81103601496673,0.415777623257904,"1"
"25",-1.662132194428,-1.07454017630639,"2"
"26",0.484727127456848,-1.61233424649326,"2"
"27",-1.75701536383491,-3.32377202017427,"2"
"28",0.235786660036083,2.05769196380427,"1"
"29",1.97791471657903,0.982729936053186,"1"
"30",0.268437450852722,0.102561553299716,"1"
"31",-2.20343609137061,-0.894270675006536,"2"
"32",-0.589993969817361,-1.88122882891735,"2"
"33",-2.18957109760381,-0.0537339182243175,"2"
"34",0.650915006720626,0.835226887589519,"1"
"35",0.537487413392695,-0.0114951408776667,"1"
"36",-0.817398529781087,0.817856351608633,"1"
"37",-1.12588925076103,-1.12098161029608,"2"
"38",0.710684240536863,1.56314208845081,"1"
"39",-1.0244750565327,-2.47481834979424,"2"
"40",-1.12940580290607,0.359070184633757,"2"
"41",-0.113231111916011,-0.688597996680428,"2"
"42",1.59304266936865,0.832020568986143,"1"
"43",0.204876795636495,-1.20171090320309,"2"
"44",2.37200303312754,-0.0878384850447425,"1"
"45",1.3230417483147,-0.408201735725261,"1"
"46",-1.16556859760219,-2.55446099334032,"2"
"47",0.451081549179654,-0.585649817797516,"2"
"48",-2.76490482062411,-0.798961538373279,"2"
"49",-1.14296058342046,-2.30185090209662,"2"
"50",-1.44499513460476,0.0236577195716827,"2"
"51",2.23821634709948,1.19591178920509,"1"
"52",2.79868492616022,2.56655143614112,"1"
"53",-1.86085605827719,-2.12270715113099,"2"
"54",-0.510883279122504,-1.44665712420976,"2"
"55",2.98498646133564,1.00889745228143,"1"
"56",1.82489014472399,1.81214367385982,"1"
"57",1.26669075196647,2.7761709557074,"1"
"58",-1.38006268297369,-2.53572016374302,"2"
"59",0.406823574362833,-1.28772232774158,"2"
"60",1.74288724634006,1.89190870528983,"1"
"61",-1.26387000853173,-0.5285575332652,"2"
"62",-1.13231020280719,0.252568355324737,"1"
"63",1.12957399291013,1.44147904304791,"1"
"64",0.443865625322964,1.593816418489,"1"
"65",-2.41032571336403,-2.45889305401653,"2"
"66",1.30900078056672,1.5825873733971,"1"
"67",-1.60340708174367,-1.14375240452594,"2"
"68",-2.09578881024928,-1.96463591005911,"2"
"69",-1.35196303384634,-1.35117343039626,"2"
"70",0.143936441595676,0.367894524143797,"1"
"71",-1.96248100759835,-2.75983874146322,"2"
"72",2.40144125249647,2.07857549893619,"1"
"73",1.22652365808166,1.61553866302861,"1"
"74",-1.66916374197996,-2.16431458983014,"2"
"75",1.29214712045127,-0.946202200564438,"1"
"76",1.91867040019922,2.35501283230874,"1"
"77",-0.302240549088467,-1.29052468088809,"2"
"78",-0.301775931898094,-2.36990851191051,"2"
"79",2.56213173061656,-0.604667532650751,"1"
"80",2.1356841688415,2.09628256769697,"1"
"81",0.175952892839045,1.38032646125957,"1"
"82",2.28591316559788,0.508185618082182,"1"
"83",4.33464039725913,0.64853715163453,"1"
"84",-1.30408874554613,-1.26827944716632,"2"
"85",-1.23233143209738,-1.12637079596189,"2"
"86",-1.60893018334132,-1.48452821448831,"2"
"87",1.09138228526036,2.67611592021725,"1"
"88",1.61756373086026,1.96233398769698,"1"
"89",0.595198926848673,2.23571279399806,"1"
"90",-1.58608446181032,-1.74629914264192,"2"
"91",3.08795821294297,2.92918621730071,"1"
"92",-1.67166866241782,-0.647155203825723,"2"
"93",0.598862420010566,2.62414552855066,"1"
"94",-0.21597664815585,-1.16317030558303,"2"
"95",-2.08139780041005,-2.2295673208392,"2"
"96",-1.07356154575453,-1.28376179156753,"2"
"97",0.28518237373423,1.24569553299656,"1"
"98",-0.891755667120046,-0.0928994612821197,"2"
"99",-0.498392336772206,1.67529348627833,"1"
"100",1.56778126248322,0.896798475725456,"1"
"101",-1.93187507690313,-0.915225371357285,"2"
"102",2.23982684579125,1.99004336011011,"1"
"103",-1.97304308115571,-1.82883864318861,"2"
"104",1.40272744415462,0.742945315941482,"1"
"105",-2.24145932155387,-2.22517758537055,"2"
"106",0.387408918406114,-1.98775918115872,"2"
"107",-0.317383221108347,-1.22057805649804,"2"
"108",-2.17842531361082,-1.94782861136666,"2"
"109",-2.46395807203904,-1.14180928741276,"2"
"110",0.459455561402607,0.921502881519299,"1"
"111",-0.947978281517271,-2.58960717452094,"2"
"112",2.61247330842397,0.211882044007883,"1"
"113",-2.35067156333567,0.937730759234089,"2"
"114",1.65065459044697,0.735880772079659,"1"
"115",-0.894267252146228,0.886424700615779,"2"
"116",0.310038427377117,2.40652352568182,"1"
"117",-2.04550065892177,-0.0288486139918904,"2"
"118",0.729788024944118,1.86202609704717,"1"
"119",-0.872694101766194,-1.09844342774597,"2"
"120",-0.464121359091896,-1.35707553341771,"2"
"121",-1.74756517749823,-0.577717128456468,"2"
"122",1.38171390004078,1.00705715499781,"1"
"123",1.58523662095082,1.19441004964789,"1"
"124",2.66199013691337,2.7842104688851,"1"
"125",0.951792043412079,1.79929473672265,"1"
"126",1.5531720135122,0.0779364962957774,"1"
"127",-2.70847371666206,-1.48417034178347,"2"
"128",-1.30026367125779,-1.05721926765576,"2"
"129",-2.23340535174117,-1.51556937923598,"2"
"130",2.44498989641964,0.421861014766557,"1"
"131",1.34768027191483,2.26177491790691,"1"
"132",-0.189767650762095,-0.460226244010051,"1"
"133",1.58555343286581,3.4313475529331,"1"
